Gene,targetId,disease_score,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,doability_score,tissue_score,precedence_score,tracability_score,priority
SLC33A1,ENSG00000169359,0.7582545095440082,0.0,0.0,0.0,1.0,0.0,0.6812399999999996,0.0,-1.0,-1.0,0.0,0.3406199999999998,0.0,0.0,0.2,0.3973638038176033
KCNH2,ENSG00000055118,0.0349560208626682,1.0,0.0,1.0,1.0,0.0,0.8144950000000002,0.0,0.5,0.0,1.0,0.4072475000000001,0.625,1.0,0.6000000000000001,0.39720715834506726
HDAC4,ENSG00000068024,0.2037258851391473,0.0,0.0,1.0,1.0,0.0,0.6602400000000003,0.0,0.5,0.0,1.0,0.33012000000000014,0.625,1.0,0.4,0.3970023540556589
CYP3A4,ENSG00000160868,0.073395822934983,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.875,1.0,0.6000000000000001,0.3968583291739932
PROK2,ENSG00000163421,0.6852378851682409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.2,0.3965951540672964
DIMT1,ENSG00000086189,0.7423528399300399,0.0,0.0,0.0,0.0,1.0,0.7923299999999998,0.0,-1.0,-1.0,0.0,0.3961649999999999,0.0,0.0,0.2,0.39655763597201593
F9,ENSG00000101981,0.0287078432205487,0.0,1.0,1.0,1.0,0.0,0.0997849999999999,0.0,1.0,1.0,1.0,0.04989249999999995,1.0,1.0,0.6000000000000001,0.39647238728821954
CAP2,ENSG00000112186,0.6292083755280278,1.0,0.0,0.0,0.0,0.0,0.4444450000000003,0.0,0.5,0.0,0.0,0.22222250000000016,0.625,0.0,0.2,0.39640560021121113
ASAH1,ENSG00000104763,0.4471058253933442,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.6000000000000001,0.3963423301573377
LSM6,ENSG00000164167,0.865457038266544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.3961828153066176
FFAR2,ENSG00000126262,0.1046991929220014,1.0,0.0,1.0,1.0,0.0,0.2272750000000002,1.0,0.5,0.0,0.5,0.6136375000000001,0.625,0.5,0.6000000000000001,0.3957434271688006
LPAR2,ENSG00000064547,0.3689621080441478,1.0,0.0,1.0,1.0,0.0,0.6120699999999999,0.0,0.5,-1.0,0.0,0.30603499999999995,0.375,0.0,0.6000000000000001,0.39568834321765917
CX3CL1,ENSG00000006210,0.5014627993828783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.25,0.5,0.4,0.39558511975315136
CDYL,ENSG00000153046,0.607930797611621,0.0,0.0,1.0,1.0,0.0,0.641545,0.0,-1.0,-1.0,0.0,0.3207725,0.0,0.0,0.4,0.3952495690446484
MDN1,ENSG00000112159,0.7599134970145264,0.0,0.0,0.0,1.0,0.0,0.1216949999999997,0.0,-1.0,0.0,0.0,0.06084749999999985,0.25,0.0,0.2,0.3950501488058106
HDAC8,ENSG00000147099,0.0607930797611621,0.0,0.0,1.0,1.0,1.0,0.8143250000000002,1.0,-1.0,-1.0,1.0,0.9071625000000001,0.0,1.0,0.6000000000000001,0.3950334819044649
GPR65,ENSG00000140030,0.6807432160692335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.2,0.3947972864276934
GDF5,ENSG00000125965,0.3961755435976328,1.0,1.0,0.0,0.0,0.0,0.5708599999999997,0.0,1.0,0.5,0.0,0.28542999999999985,0.875,0.0,0.4,0.3945132174390531
PDE3B,ENSG00000152270,0.1215861595223242,0.0,0.0,1.0,1.0,1.0,0.06475,0.0,0.5,0.0,1.0,0.032375,0.625,1.0,0.6000000000000001,0.3943719638089297
NAT10,ENSG00000135372,0.7389068510388308,0.0,0.0,0.0,1.0,0.0,0.7707299999999997,0.0,-1.0,-1.0,0.0,0.38536499999999985,0.0,0.0,0.2,0.3940992404155323
CHRNA6,ENSG00000147434,0.0349560208626682,1.0,0.0,1.0,1.0,0.0,0.2510100000000001,1.0,0.5,1.0,0.5,0.6255050000000001,0.875,0.5,0.6000000000000001,0.39403290834506727
ADK,ENSG00000156110,0.2195355164521152,1.0,0.0,1.0,1.0,1.0,0.5718249999999998,0.0,0.5,-1.0,0.0,0.2859124999999999,0.375,0.0,0.8,0.39390545658084614
SLC2A13,ENSG00000151229,0.7757151313786664,0.0,0.0,0.0,0.0,0.0,0.4212949999999999,0.0,0.5,0.0,0.0,0.21064749999999996,0.625,0.0,0.0,0.39385080255146654
SMO,ENSG00000128602,0.0151982699402905,1.0,0.0,1.0,1.0,0.0,0.6505699999999998,1.0,-1.0,0.0,1.0,0.8252849999999998,0.25,1.0,0.6000000000000001,0.3936078079761163
ATP12A,ENSG00000075673,0.4391903551493548,1.0,0.0,0.0,1.0,0.0,0.3310850000000002,0.0,0.75,0.5,0.0,0.1655425000000001,0.8125,0.0,0.4,0.39348039205974195
SHANK2,ENSG00000162105,0.6188026267089088,1.0,0.0,0.0,0.0,0.0,0.4672800000000002,0.0,0.5,0.0,0.0,0.2336400000000001,0.625,0.0,0.2,0.39338505068356355
LPAR1,ENSG00000198121,0.1124688862548099,1.0,0.0,1.0,1.0,0.0,0.8626350000000003,0.0,1.0,0.0,0.5,0.43131750000000013,0.75,0.5,0.6000000000000001,0.393119304501924
NPM1,ENSG00000181163,0.3434809006505659,0.0,0.0,1.0,1.0,0.0,0.7108849999999997,0.0,-1.0,-1.0,1.0,0.35544249999999983,0.0,1.0,0.4,0.3929366102602264
CDKN2B,ENSG00000147883,0.8142840051624642,0.0,0.0,0.0,0.0,0.0,0.0942050000000001,0.0,0.5,0.0,0.0,0.04710250000000005,0.625,0.0,0.0,0.3929238520649857
CCL21,ENSG00000137077,0.6446396856074027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.2,0.3928558742429611
SIK3,ENSG00000160584,0.4863775218261782,0.0,0.0,1.0,1.0,0.0,0.5653750000000002,1.0,-1.0,-1.0,0.0,0.7826875000000001,0.0,0.0,0.4,0.39281975873047126
CPN1,ENSG00000120054,0.2885098210031669,0.0,1.0,1.0,1.0,0.0,0.1921399999999998,0.0,1.0,0.5,0.0,0.0960699999999999,0.875,0.0,0.6000000000000001,0.39251092840126683
EGLN1,ENSG00000135766,0.2124076432921803,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,-1.0,1.0,0.5,0.375,1.0,0.4,0.39246305731687214
PTGER1,ENSG00000160951,0.028876712886552,1.0,0.0,1.0,1.0,0.0,0.2661700000000003,0.0,1.0,0.5,1.0,0.13308500000000015,0.875,1.0,0.6000000000000001,0.3923591851546209
SLC1A5,ENSG00000105281,0.6609558727366346,1.0,0.0,0.0,1.0,0.0,0.1589649999999998,0.0,-1.0,-1.0,0.0,0.0794824999999999,0.0,0.0,0.4,0.39233059909465384
FCER2,ENSG00000104921,0.1866854157665686,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.875,0.5,0.6000000000000001,0.39217416630662744
PTGS1,ENSG00000095303,0.0885048790996294,0.0,0.0,1.0,1.0,0.0,0.4741250000000001,1.0,0.5,0.0,1.0,0.7370625000000001,0.625,1.0,0.4,0.3916082016398518
KAT7,ENSG00000136504,0.5791410739965283,0.0,0.0,0.0,1.0,0.0,0.9918149999999996,1.0,-1.0,-1.0,0.0,0.9959074999999997,0.0,0.0,0.2,0.3912471795986113
P2RY6,ENSG00000171631,0.1424380824908113,1.0,0.0,1.0,1.0,0.0,0.3292700000000003,0.0,0.5,0.0,0.75,0.16463500000000014,0.625,0.75,0.6000000000000001,0.39093873299632453
AKAP11,ENSG00000023516,0.8268950677973637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.3907580271189455
CAMK1D,ENSG00000183049,0.1337447754745566,0.0,0.0,1.0,1.0,1.0,0.8831150000000001,1.0,0.5,0.0,0.0,0.9415575,0.625,0.0,0.6000000000000001,0.39015366018982267
ROCK2,ENSG00000134318,0.196033697759158,0.0,0.0,1.0,1.0,0.0,0.8342950000000002,1.0,-1.0,-1.0,1.0,0.9171475000000001,0.0,1.0,0.4,0.39012822910366324
CSNK2B,ENSG00000204435,0.5500813165695068,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.4,0.3900325266278027
DLD,ENSG00000091140,0.6378882128927298,0.0,0.0,0.0,0.0,1.0,0.7445950000000003,0.0,0.5,-1.0,0.0,0.37229750000000017,0.375,0.0,0.2,0.38988503515709194
CDK14,ENSG00000058091,0.3090314887859073,0.0,0.0,1.0,1.0,0.0,0.9253749999999996,1.0,-1.0,-1.0,0.5,0.9626874999999998,0.0,0.5,0.4,0.38988134551436293
PPP2CA,ENSG00000113575,0.4260133391782316,0.0,0.0,1.0,1.0,0.0,0.98382,0.0,-1.0,-1.0,0.5,0.49191,0.0,0.5,0.4,0.3895963356712927
SLC40A1,ENSG00000138449,0.4576803351520292,1.0,0.0,1.0,1.0,0.0,0.5271450000000002,0.0,-1.0,-1.0,0.0,0.2635725000000001,0.0,0.0,0.6000000000000001,0.38942938406081173
CDKN2A,ENSG00000147889,0.8172794927063161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.0,0.38941179708252643
PSMC4,ENSG00000013275,0.2999723721635727,0.0,0.0,1.0,1.0,0.0,0.98804,0.0,-1.0,-1.0,1.0,0.49402,0.0,1.0,0.4,0.38939094886542913
VEGFB,ENSG00000173511,0.6354457286942597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.75,0.0,0.0,0.75,0.2,0.38917829147770394
NDUFB10,ENSG00000140990,0.607930797611621,0.0,0.0,0.0,0.0,0.0,0.0406999999999996,0.0,0.75,-1.0,1.0,0.0203499999999998,0.4375,1.0,0.0,0.3889573190446484
F2RL1,ENSG00000164251,0.343444438587988,1.0,0.0,1.0,1.0,0.0,0.1813600000000001,0.0,0.5,0.0,0.0,0.09068000000000005,0.625,0.0,0.6000000000000001,0.38894577543519526
USP25,ENSG00000155313,0.495805523421802,0.0,0.0,1.0,1.0,0.0,0.6622199999999999,0.0,0.5,-1.0,0.0,0.33110999999999996,0.375,0.0,0.4,0.3889332093687208
HTRA2,ENSG00000115317,0.7914471323876417,0.0,0.0,0.0,1.0,0.0,0.246725,0.0,-1.0,-1.0,0.0,0.1233625,0.0,0.0,0.2,0.3889151029550567
SLC17A5,ENSG00000119899,0.3579120940527719,1.0,0.0,1.0,1.0,0.0,0.3131300000000003,0.0,1.0,-1.0,0.0,0.15656500000000015,0.5,0.0,0.6000000000000001,0.3888213376211088
GRIK4,ENSG00000149403,0.1215861595223242,1.0,0.0,0.0,1.0,0.0,0.8954000000000001,0.0,0.5,0.5,1.0,0.44770000000000004,0.75,1.0,0.4,0.3884044638089297
ACVR1,ENSG00000115170,0.030396539880581,0.0,0.0,1.0,1.0,1.0,0.9214149999999997,1.0,-1.0,-1.0,1.0,0.9607074999999998,0.0,1.0,0.6000000000000001,0.3882293659522324
MMP26,ENSG00000167346,0.4204380761822011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.38817523047288044
ADH1A,ENSG00000187758,0.1814420126371684,1.0,0.0,0.0,1.0,0.0,0.1600000000000001,0.0,1.0,0.5,1.0,0.08000000000000004,0.875,1.0,0.4,0.38807680505486736
UGCG,ENSG00000148154,0.086374390245415,0.0,0.0,1.0,1.0,0.0,0.91117,1.0,0.5,-1.0,1.0,0.955585,0.375,1.0,0.4,0.38760825609816596
UQCRC1,ENSG00000010256,0.8193144812519462,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.5,-1.0,0.0,0.21875,0.375,0.0,0.0,0.3871007925007785
ZGLP1,ENSG00000220201,0.9049937333332682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.3869974933333073
CDK5R1,ENSG00000176749,0.3645742026092888,0.0,0.0,1.0,1.0,0.0,0.9185650000000004,0.0,1.0,0.0,0.0,0.4592825000000002,0.75,0.0,0.4,0.3867579310437156
RIMS1,ENSG00000079841,0.534040304647784,1.0,0.0,0.0,0.0,0.0,0.5124099999999998,0.0,1.0,0.5,0.0,0.2562049999999999,0.875,0.0,0.2,0.3867366218591136
OLFM4,ENSG00000102837,0.5102500170506459,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.4,0.38660000682025836
PDGFRB,ENSG00000113721,0.1945378552357187,0.0,0.0,1.0,1.0,0.0,0.2721499999999999,1.0,-1.0,0.0,1.0,0.636075,0.25,1.0,0.4,0.38642264209428745
CACNA1B,ENSG00000148408,0.1215861595223242,0.0,0.0,1.0,1.0,0.0,0.600255,0.0,1.0,0.5,1.0,0.3001275,0.875,1.0,0.4,0.3861472138089297
SLC7A14,ENSG00000013293,0.507239359611696,1.0,0.0,0.0,0.0,0.0,0.8378749999999997,0.0,0.75,0.5,0.0,0.41893749999999985,0.8125,0.0,0.2,0.3860394938446784
EPHX2,ENSG00000120915,0.1709390261074741,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,-1.0,0.5,0.5,0.375,0.5,0.6000000000000001,0.3858756104429897
PSMB8,ENSG00000204264,0.297681655144239,0.0,0.0,1.0,1.0,0.0,0.4202899999999999,0.0,-1.0,0.0,1.0,0.21014499999999994,0.25,1.0,0.4,0.3850871620576956
PDE6H,ENSG00000139053,0.1215861595223242,0.0,0.0,1.0,1.0,0.0,0.5783149999999999,0.0,1.0,0.5,1.0,0.28915749999999996,0.875,1.0,0.4,0.3850502138089297
PDE6G,ENSG00000185527,0.1215861595223242,0.0,0.0,1.0,1.0,0.0,0.8275849999999998,0.0,1.0,0.0,1.0,0.4137924999999999,0.75,1.0,0.4,0.3850137138089297
MTMR3,ENSG00000100330,0.8274613634158176,0.0,0.0,0.0,0.0,0.0,0.3155250000000002,0.0,0.5,-1.0,0.0,0.1577625000000001,0.375,0.0,0.0,0.38426079536632707
SLC45A3,ENSG00000158715,0.7056961406016596,0.0,0.0,0.0,0.0,0.0,0.5388800000000004,0.0,1.0,0.0,0.0,0.2694400000000002,0.75,0.0,0.0,0.3842224562406639
FGR,ENSG00000000938,0.0638327337492202,1.0,0.0,1.0,1.0,0.0,0.1965949999999999,0.0,0.75,0.0,1.0,0.09829749999999995,0.6875,1.0,0.6000000000000001,0.38411284349968805
FN1,ENSG00000115414,0.1774403815233256,0.0,1.0,0.0,1.0,0.0,0.6023400000000002,0.0,0.5,0.0,1.0,0.3011700000000001,0.625,1.0,0.4,0.3835931526093303
RGS10,ENSG00000148908,0.7869192134585781,0.0,0.0,0.0,0.0,0.0,0.6132599999999997,0.0,0.5,-1.0,0.0,0.30662999999999985,0.375,0.0,0.0,0.3829306853834312
DDAH1,ENSG00000153904,0.115506851546208,1.0,0.0,1.0,1.0,1.0,0.6842100000000002,0.0,0.5,0.0,0.0,0.3421050000000001,0.625,0.0,0.8,0.3829132406184832
PLA2G5,ENSG00000127472,0.0121586159522324,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.625,0.75,0.8,0.382363446380893
ARNT,ENSG00000143437,0.5795977080268762,0.0,0.0,1.0,1.0,0.0,0.5944249999999996,0.0,-1.0,-1.0,0.0,0.2972124999999998,0.0,0.0,0.4,0.38156033321075045
ITGB3,ENSG00000259207,0.030396539880581,1.0,0.0,1.0,1.0,0.0,0.5304549999999999,0.0,0.5,0.0,1.0,0.26522749999999995,0.625,1.0,0.6000000000000001,0.38118136595223245
ITGA5,ENSG00000161638,0.1535025263969343,1.0,0.0,1.0,1.0,0.0,0.5376550000000002,0.0,0.5,-1.0,0.75,0.2688275000000001,0.375,0.75,0.6000000000000001,0.3807837605587738
CHCHD2,ENSG00000106153,0.9089806316995792,0.0,0.0,0.0,0.0,0.0,0.3377499999999998,0.0,-1.0,-1.0,0.0,0.1688749999999999,0.0,0.0,0.0,0.3804797526798317
KLK8,ENSG00000129455,0.3445785534795869,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.6000000000000001,0.3803314213918348
NTRK3,ENSG00000140538,0.0212775779164067,0.0,0.0,1.0,1.0,0.0,0.7795000000000002,1.0,0.5,0.0,1.0,0.88975,0.625,1.0,0.4,0.37998603116656265
HCRTR2,ENSG00000137252,0.0349560208626682,1.0,0.0,1.0,1.0,0.0,0.7184699999999999,1.0,-1.0,-1.0,1.0,0.859235,0.0,1.0,0.6000000000000001,0.3799059083450673
B4GALT1,ENSG00000086062,0.607930797611621,0.0,0.0,1.0,1.0,0.0,0.3341700000000003,0.0,-1.0,-1.0,0.0,0.16708500000000015,0.0,0.0,0.4,0.37988081904464843
DDX39B,ENSG00000198563,0.8274613634158176,0.0,0.0,0.0,0.0,0.0,0.9766350000000004,0.0,-1.0,-1.0,0.0,0.4883175000000002,0.0,0.0,0.0,0.37981629536632705
LTB4R,ENSG00000213903,0.030396539880581,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.75,0.5,0.625,0.75,0.6000000000000001,0.37965861595223244
F7,ENSG00000057593,0.030396539880581,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.875,1.0,0.6000000000000001,0.37965861595223244
STK25,ENSG00000115694,0.4376989368428423,0.0,0.0,1.0,1.0,0.0,0.941315,0.0,0.5,-1.0,0.0,0.4706575,0.375,0.0,0.4,0.37964532473713697
BRS3,ENSG00000102239,0.1226961806370373,1.0,0.0,1.0,1.0,0.0,0.2606499999999997,1.0,1.0,0.5,0.0,0.6303249999999998,0.875,0.0,0.6000000000000001,0.37961097225481494
NR2F2,ENSG00000185551,0.6109704515996791,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.5,0.25,0.0,0.2,0.3793881806398717
RXRB,ENSG00000204231,0.0607930797611621,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.5,0.25,1.0,0.6000000000000001,0.3793172319044649
AKR1B1,ENSG00000085662,0.0890483522768222,0.0,0.0,1.0,1.0,1.0,0.2721499999999999,0.0,1.0,-1.0,1.0,0.13607499999999995,0.5,1.0,0.6000000000000001,0.37922684091072895
IGSF9B,ENSG00000080854,0.7855846701341151,0.0,0.0,0.0,0.0,0.0,0.7981900000000003,0.0,-1.0,0.0,0.0,0.39909500000000014,0.25,0.0,0.0,0.37914336805364607
SPP1,ENSG00000118785,0.516566267053143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.625,0.5,0.2,0.3791265068212572
BDKRB1,ENSG00000100739,0.0911896196417431,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.625,0.5,0.6000000000000001,0.37897584785669725
KIF18B,ENSG00000186185,0.7599134970145264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.0,0.0,0.3789653988058106
MCM10,ENSG00000065328,0.7599134970145264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.0,0.0,0.3789653988058106
MAP3K9,ENSG00000006432,0.0607930797611621,0.0,0.0,1.0,1.0,1.0,0.7418500000000001,0.0,0.5,0.0,0.75,0.37092500000000006,0.625,0.75,0.6000000000000001,0.37890973190446486
LY96,ENSG00000154589,0.1595818343730505,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.75,0.0,0.0,0.75,0.8,0.3788327337492202
TYMS,ENSG00000176890,0.0355470646936795,0.0,0.0,1.0,1.0,1.0,0.4408949999999997,0.0,0.5,0.0,1.0,0.22044749999999985,0.625,1.0,0.6000000000000001,0.3787635758774718
PCDH17,ENSG00000118946,0.5274462423859698,1.0,0.0,0.0,0.0,0.0,0.9050899999999998,0.0,0.5,0.0,0.0,0.4525449999999999,0.625,0.0,0.2,0.37873299695438795
GRIK3,ENSG00000163873,0.1215861595223242,1.0,0.0,0.0,1.0,0.0,0.9510350000000004,0.0,0.5,0.0,1.0,0.4755175000000002,0.625,1.0,0.4,0.3786862138089297
NR2E1,ENSG00000112333,0.3246155040681537,0.0,0.0,1.0,1.0,0.0,0.94805,0.0,0.75,0.5,0.0,0.474025,0.8125,0.0,0.4,0.3784987016272615
S100A12,ENSG00000163221,0.3086767074029135,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.6000000000000001,0.37847068296116537
GBA1LP,ENSG00000291137,0.9461375889533972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.3784550355813589
FLT3,ENSG00000122025,0.0454259401548683,0.0,0.0,1.0,1.0,0.0,0.3051349999999999,1.0,0.5,0.5,1.0,0.6525675,0.75,1.0,0.4,0.37842712606194734
CAMK2B,ENSG00000058404,0.2172278436272574,1.0,0.0,1.0,1.0,0.0,0.84985,0.0,0.75,0.0,0.0,0.424925,0.6875,0.0,0.6000000000000001,0.378133637450903
PTGDS,ENSG00000107317,0.4514763661431685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,1.0,0.0,0.375,1.0,0.2,0.3780905464572674
SLC25A4,ENSG00000151729,0.6762570497835956,0.0,0.0,0.0,0.0,0.0,0.7651000000000003,0.0,0.75,0.0,0.0,0.38255000000000017,0.6875,0.0,0.0,0.37750781991343824
DUSP22,ENSG00000112679,0.5766054745680222,0.0,0.0,1.0,1.0,0.0,0.5365850000000002,0.0,-1.0,-1.0,0.0,0.2682925000000001,0.0,0.0,0.4,0.37747143982720893
KDM1A,ENSG00000004487,0.1320560788145243,0.0,0.0,1.0,1.0,1.0,0.8915500000000002,1.0,-1.0,-1.0,0.5,0.945775,0.0,0.5,0.6000000000000001,0.37739993152580975
PDE6B,ENSG00000133256,0.1215861595223242,0.0,0.0,1.0,1.0,0.0,0.6721299999999999,0.0,1.0,0.0,1.0,0.33606499999999995,0.75,1.0,0.4,0.3772409638089297
KLK7,ENSG00000169035,0.1702206233312539,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6875,0.0,0.8,0.37683824933250154
SHBG,ENSG00000129214,0.1232866770589767,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.8,0.3768146708235907
PRKCB,ENSG00000166501,0.1177321106708669,0.0,0.0,1.0,1.0,0.0,0.940565,0.0,0.5,0.0,1.0,0.4702825,0.625,1.0,0.4,0.3766210942683467
FFAR3,ENSG00000185897,0.3035229602808821,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.0,0.6000000000000001,0.37640918411235286
GHR,ENSG00000112964,0.2340533570804741,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.625,1.0,0.4,0.3761213428321896
APLP1,ENSG00000105290,0.394834062692556,1.0,0.0,0.0,0.0,1.0,0.4623649999999998,0.0,1.0,0.0,0.0,0.2311824999999999,0.75,0.0,0.4,0.3760518750770224
HAVCR2,ENSG00000135077,0.3024455718117815,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.75,0.0,0.0,0.75,0.6000000000000001,0.3759782287247126
SOAT1,ENSG00000057252,0.2306223533052446,0.0,0.0,1.0,1.0,0.0,0.2727249999999998,0.0,1.0,-1.0,1.0,0.1363624999999999,0.5,1.0,0.4,0.37588519132209786
RORC,ENSG00000143365,0.0907674454767351,0.0,0.0,1.0,1.0,1.0,0.440155,1.0,0.5,0.0,0.25,0.7200775,0.625,0.25,0.6000000000000001,0.3758147281906941
ADRA1A,ENSG00000120907,0.1587374860430344,0.0,0.0,1.0,1.0,0.0,0.5922750000000001,0.0,0.5,0.0,1.0,0.29613750000000005,0.625,1.0,0.4,0.3756087444172137
ATP6V1C1,ENSG00000155097,0.8248902578108095,0.0,0.0,0.0,0.0,0.0,0.9083750000000002,0.0,-1.0,-1.0,0.0,0.4541875000000001,0.0,0.0,0.0,0.37537485312432384
SSTR2,ENSG00000180616,0.145903391426789,0.0,0.0,1.0,1.0,0.0,0.6883450000000003,0.0,0.5,0.0,1.0,0.34417250000000016,0.625,1.0,0.4,0.37527860657071566
DCLK1,ENSG00000133083,0.2417408448268124,0.0,0.0,1.0,1.0,0.0,0.91892,1.0,0.5,0.0,0.0,0.95946,0.625,0.0,0.4,0.37514233793072493
TFCP2L1,ENSG00000115112,0.6968966291871701,0.0,0.0,0.0,0.0,0.0,0.67641,0.0,0.5,0.0,0.0,0.338205,0.625,0.0,0.0,0.37507915167486805
CDK5R2,ENSG00000171450,0.4863770066664902,1.0,0.0,0.0,0.0,0.0,0.7820149999999998,0.0,0.75,0.5,0.0,0.3910074999999999,0.8125,0.0,0.2,0.3749015526665961
FLG,ENSG00000143631,0.7180941155836399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.0,0.374737646233456
YES1,ENSG00000176105,0.0121586159522324,1.0,0.0,1.0,1.0,0.0,0.7974200000000004,1.0,-1.0,-1.0,1.0,0.8987100000000001,0.0,1.0,0.6000000000000001,0.37473444638089304
HPGDS,ENSG00000163106,0.3280375055242477,0.0,0.0,1.0,1.0,1.0,0.0201,0.0,0.5,0.0,0.0,0.01005,0.625,0.0,0.6000000000000001,0.37472000220969914
RHOT1,ENSG00000126858,0.823817466124327,0.0,0.0,0.0,0.0,0.0,0.901365,0.0,-1.0,-1.0,0.0,0.4506825,0.0,0.0,0.0,0.3745952364497308
PPT1,ENSG00000131238,0.7533302361731721,0.0,0.0,0.0,1.0,0.0,0.264705,0.0,-1.0,-1.0,0.0,0.1323525,0.0,0.0,0.2,0.37456734446926887
CNR2,ENSG00000188822,0.1732427814569236,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.75,0.5,0.6000000000000001,0.37429711258276943
ERG,ENSG00000157554,0.4694571472478157,0.0,0.0,1.0,1.0,0.0,0.8225450000000002,0.0,-1.0,0.0,0.0,0.4112725000000001,0.25,0.0,0.4,0.37391010889912624
PDE6D,ENSG00000156973,0.1215861595223242,0.0,0.0,1.0,1.0,1.0,0.9,0.0,-1.0,-1.0,1.0,0.45,0.0,1.0,0.6000000000000001,0.37363446380892973
KLK3,ENSG00000142515,0.3209165358792145,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.75,0.5,0.4,0.37336661435168583
STMN2,ENSG00000104435,0.6209083280543777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.75,0.0,0.0,0.3733633312217511
C5AR1,ENSG00000197405,0.1641413153551377,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,-1.0,1.0,0.5,0.375,1.0,0.4,0.3731565261420551
ACTR2,ENSG00000138071,0.50723917491043,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.4,0.372895669964172
ATP6V1A,ENSG00000114573,0.8193144812519462,0.0,0.0,0.0,0.0,0.0,0.9027549999999998,0.0,-1.0,-1.0,0.0,0.4513774999999999,0.0,0.0,0.0,0.37286354250077847
